age,daily_activity_hours,sleep_hours,caffeine_intake,screen_time,exercise_hours,stress_score,burnout_general
21.0,11.01,5.79,6.0,12.53,1.43,6,High
20.0,10.55,6.47,1.0,13.43,0.84,3,Medium
42.0,5.04,5.38,1.0,7.1,0.74,2,Low
30.0,5.29,7.38,4.0,8.46,0.14,1,Low
29.0,4.91,7.68,5.0,7.56,1.56,1,Low
37.0,5.78,5.21,2.0,8.12,1.57,2,Low
37.0,10.88,6.52,6.0,14.17,1.61,4,Medium
36.0,12.31,8.09,0.0,15.55,0.06,4,Medium
27.0,8.09,5.9,6.0,10.53,0.06,5,Medium
34.0,10.93,4.67,3.0,15.33,1.81,3,Medium
27.0,6.0,6.16,7.0,7.21,0.25,4,Medium
36.0,13.73,7.0,5.0,15.07,1.34,4,Medium
31.0,7.5,4.04,1.0,12.46,1.59,3,Medium
27.0,12.46,5.74,7.0,16.45,0.9,6,High
44.0,13.45,7.04,6.0,17.67,1.09,4,Medium
33.0,12.65,8.76,4.0,16.06,0.45,4,Medium
20.0,10.5,4.81,5.0,14.02,0.6,4,Medium
20.0,5.2,6.67,3.0,6.57,0.44,3,Medium
38.0,4.06,5.43,7.0,8.09,1.05,3,Medium
35.0,4.52,5.07,0.0,7.68,0.38,3,Medium
33.0,13.16,6.95,1.0,17.99,1.37,5,Medium
40.0,13.08,8.58,6.0,16.63,1.03,4,Medium
24.0,9.47,4.91,7.0,12.38,0.13,5,Medium
28.0,13.55,7.83,4.0,14.78,0.27,4,Medium
21.0,8.97,5.15,7.0,12.95,0.27,5,Medium
37.0,7.94,5.45,4.0,10.95,0.63,3,Medium
25.0,8.83,8.6,2.0,11.31,1.67,1,Low
20.0,8.77,4.84,2.0,13.53,0.26,4,Medium
44.0,8.32,5.47,3.0,10.2,1.11,3,Medium
35.0,6.52,6.91,2.0,10.43,1.53,3,Medium
32.0,7.26,8.38,1.0,12.04,1.84,1,Low
40.0,8.97,6.07,6.0,10.83,0.21,5,Medium
32.0,5.48,5.36,1.0,9.75,0.43,3,Medium
28.0,12.12,4.07,6.0,16.64,0.57,6,High
30.0,8.21,7.94,3.0,12.02,1.57,1,Low
23.0,11.65,8.07,7.0,13.82,1.37,4,Medium
21.0,13.54,5.11,4.0,15.3,0.42,6,High
33.0,13.51,4.72,1.0,16.44,1.72,5,Medium
23.0,9.68,6.32,5.0,13.36,1.76,4,Medium
25.0,5.65,5.23,2.0,7.1,0.55,2,Low
38.0,13.35,6.56,3.0,14.89,0.27,6,High
25.0,12.69,5.92,1.0,15.14,0.21,6,High
21.0,12.64,5.05,4.0,14.68,0.8,5,Medium
37.0,10.93,7.76,5.0,14.41,0.86,2,Low
32.0,10.25,4.75,4.0,12.72,1.74,3,Medium
28.0,4.15,7.99,5.0,7.89,0.54,1,Low
42.0,11.48,6.81,1.0,15.56,1.25,5,Medium
38.0,4.92,8.16,3.0,6.67,1.58,0,Low
32.0,6.6,4.02,0.0,11.28,0.54,3,Medium
30.0,9.51,7.75,1.0,13.66,0.53,1,Low
20.0,8.52,4.26,4.0,12.03,1.34,3,Medium
43.0,4.16,8.75,0.0,8.8,1.45,0,Low
41.0,12.24,7.51,7.0,14.3,1.92,4,Medium
26.0,12.79,5.6,3.0,15.48,1.7,5,Medium
44.0,10.82,5.6,4.0,12.16,1.64,3,Medium
40.0,9.41,8.31,3.0,12.23,1.38,1,Low
34.0,13.61,8.51,5.0,16.64,0.24,5,Medium
20.0,5.2,8.46,1.0,8.66,1.62,0,Low
31.0,11.38,8.04,3.0,12.64,1.87,3,Medium
26.0,5.28,8.1,4.0,6.41,0.78,0,Low
34.0,7.82,6.86,1.0,10.5,0.63,3,Medium
40.0,9.85,4.14,6.0,11.61,1.04,4,Medium
38.0,11.37,4.43,4.0,15.41,1.91,5,Medium
44.0,4.04,7.25,4.0,7.71,0.1,1,Low
20.0,6.61,6.01,6.0,8.91,1.42,3,Medium
36.0,9.38,6.84,6.0,10.56,1.63,4,Medium
36.0,9.33,5.16,0.0,11.06,1.58,3,Medium
22.0,10.38,7.25,2.0,14.15,1.13,1,Low
31.0,7.04,5.21,3.0,12.0,1.84,3,Medium
25.0,9.41,6.3,3.0,11.72,0.27,4,Medium
22.0,5.87,4.89,7.0,10.34,0.61,4,Medium
27.0,9.77,8.38,5.0,10.96,0.02,3,Medium
33.0,10.85,6.63,7.0,15.51,0.74,4,Medium
33.0,5.2,8.33,3.0,8.06,0.32,1,Low
29.0,5.23,5.31,6.0,10.09,1.45,4,Medium
21.0,9.65,4.86,7.0,12.8,0.83,4,Medium
33.0,6.7,4.09,0.0,8.64,1.41,2,Low
28.0,7.92,4.47,3.0,12.82,0.59,3,Medium
22.0,8.01,4.74,3.0,9.98,0.26,3,Medium
40.0,5.79,4.39,4.0,10.32,0.26,4,Medium
27.0,4.01,8.48,0.0,5.7,0.41,1,Low
35.0,12.53,8.56,6.0,16.23,0.23,5,Medium
21.0,11.15,8.69,5.0,13.8,0.44,5,Medium
25.0,10.91,8.8,3.0,15.8,1.16,1,Low
40.0,9.47,6.46,5.0,11.21,0.51,4,Medium
31.0,13.36,4.65,0.0,16.92,0.11,6,High
21.0,6.65,7.86,0.0,8.87,0.28,1,Low
35.0,9.71,8.28,6.0,12.3,0.7,2,Low
24.0,8.42,7.92,7.0,11.27,0.76,2,Low
34.0,9.56,8.17,6.0,11.57,1.54,2,Low
31.0,9.18,5.38,4.0,13.45,0.97,3,Medium
23.0,12.59,6.33,7.0,13.96,0.77,6,High
34.0,10.52,6.3,0.0,14.34,1.39,3,Medium
30.0,5.89,8.98,4.0,9.03,1.19,0,Low
35.0,4.63,8.75,6.0,6.6,0.16,2,Low
42.0,8.24,6.99,2.0,11.21,0.63,3,Medium
25.0,4.16,4.69,1.0,8.48,1.96,2,Low
33.0,7.18,5.29,4.0,9.96,0.97,2,Low
37.0,7.68,5.82,3.0,9.17,0.85,2,Low
31.0,7.76,8.37,0.0,8.92,0.3,1,Low
30.0,13.79,4.85,7.0,17.9,1.68,6,High
32.0,7.04,5.1,1.0,9.36,0.27,3,Medium
40.0,6.65,5.75,4.0,11.37,0.21,4,Medium
42.0,5.29,8.63,7.0,8.76,0.88,1,Low
30.0,9.11,6.52,7.0,11.86,0.87,4,Medium
42.0,5.54,7.23,5.0,8.8,1.96,1,Low
34.0,5.55,4.94,5.0,10.17,0.97,4,Medium
40.0,9.77,5.11,3.0,12.6,0.4,4,Medium
44.0,4.43,8.47,2.0,7.82,0.78,0,Low
23.0,8.2,6.47,4.0,11.69,1.3,3,Medium
30.0,8.61,5.78,5.0,12.67,0.68,4,Medium
38.0,11.91,8.04,5.0,16.64,1.13,4,Medium
34.0,8.68,7.37,4.0,11.45,0.94,1,Low
23.0,9.68,4.2,5.0,12.09,0.75,4,Medium
40.0,11.91,5.75,2.0,14.87,1.08,5,Medium
32.0,9.6,7.41,7.0,14.2,0.77,2,Low
41.0,7.58,6.87,5.0,12.5,1.61,4,Medium
38.0,4.86,8.89,4.0,9.74,0.99,0,Low
21.0,11.3,8.33,0.0,13.22,1.81,3,Medium
33.0,12.71,4.3,5.0,15.7,0.45,7,High
23.0,13.7,7.63,4.0,15.74,0.22,4,Medium
35.0,13.27,5.68,7.0,15.74,0.76,6,High
39.0,10.43,7.09,0.0,12.07,0.79,1,Low
33.0,11.81,6.52,5.0,14.4,0.41,7,High
34.0,8.32,8.26,5.0,10.78,1.74,2,Low
22.0,9.95,7.54,4.0,12.07,1.14,1,Low
27.0,7.49,8.45,3.0,9.41,1.0,0,Low
35.0,7.27,5.41,3.0,11.27,1.58,3,Medium
29.0,11.57,5.74,1.0,13.75,0.26,6,High
23.0,8.54,7.11,3.0,12.37,1.71,1,Low
37.0,6.12,8.83,2.0,8.59,0.97,0,Low
21.0,6.02,5.86,7.0,10.23,0.27,5,Medium
36.0,12.59,4.16,1.0,14.26,1.64,5,Medium
32.0,10.78,6.23,7.0,12.41,0.92,4,Medium
23.0,9.46,6.72,3.0,13.18,1.21,3,Medium
44.0,8.01,8.0,0.0,12.67,1.79,1,Low
30.0,8.31,7.64,6.0,9.88,1.78,1,Low
31.0,8.55,7.91,7.0,13.29,0.83,2,Low
29.0,11.95,5.49,3.0,13.42,1.5,5,Medium
26.0,7.88,7.21,0.0,9.88,0.47,1,Low
32.0,7.84,7.36,6.0,12.56,1.66,2,Low
26.0,4.16,8.99,1.0,8.37,0.68,0,Low
43.0,8.58,4.69,4.0,10.95,0.93,3,Medium
36.0,4.25,4.96,7.0,9.07,1.78,3,Medium
29.0,9.7,4.78,3.0,12.97,1.61,3,Medium
29.0,9.07,6.95,1.0,10.36,1.91,3,Medium
43.0,12.4,4.68,7.0,16.21,0.73,6,High
39.0,7.23,8.02,1.0,10.52,1.82,1,Low
23.0,9.16,6.16,7.0,14.14,0.99,4,Medium
41.0,11.0,6.8,3.0,12.61,1.78,3,Medium
26.0,4.94,8.56,6.0,8.57,1.46,1,Low
41.0,10.21,6.85,0.0,13.04,1.75,3,Medium
31.0,6.99,5.72,6.0,10.76,1.62,4,Medium
43.0,10.27,6.65,7.0,13.94,0.24,5,Medium
32.0,12.21,4.77,0.0,16.64,1.94,5,Medium
29.0,9.12,7.06,4.0,13.64,0.36,2,Low
34.0,11.18,9.0,3.0,14.43,0.05,4,Medium
32.0,7.11,7.26,2.0,9.41,1.06,0,Low
42.0,7.06,5.86,6.0,10.18,1.42,4,Medium
41.0,10.68,5.66,2.0,13.12,1.43,3,Medium
41.0,11.05,8.66,4.0,13.16,0.68,3,Medium
40.0,13.37,8.36,7.0,16.58,1.51,4,Medium
41.0,6.25,6.36,4.0,9.88,1.69,2,Low
28.0,8.68,5.77,2.0,12.04,1.22,3,Medium
28.0,6.51,7.55,4.0,11.33,0.77,1,Low
34.0,4.8,5.57,4.0,6.99,1.23,2,Low
29.0,8.03,4.6,7.0,10.52,1.72,4,Medium
43.0,7.74,5.55,3.0,11.41,1.8,3,Medium
44.0,6.7,6.17,0.0,10.1,0.06,4,Medium
29.0,6.97,5.28,5.0,7.98,0.24,4,Medium
27.0,7.6,5.08,7.0,9.85,0.01,4,Medium
43.0,13.89,4.03,1.0,15.91,0.98,5,Medium
35.0,11.83,7.15,7.0,16.19,0.87,4,Medium
36.0,4.71,7.07,2.0,9.17,1.09,0,Low
24.0,12.72,4.94,1.0,14.86,1.37,5,Medium
23.0,10.33,8.72,2.0,11.74,0.73,1,Low
37.0,12.91,6.05,2.0,14.73,0.42,6,High
43.0,7.42,4.13,0.0,9.13,0.79,2,Low
38.0,8.65,5.1,6.0,10.6,0.02,5,Medium
23.0,12.96,7.46,6.0,14.9,1.66,4,Medium
29.0,13.16,4.27,2.0,15.44,1.25,5,Medium
44.0,12.28,7.09,0.0,15.52,0.65,3,Medium
38.0,7.24,7.81,6.0,11.5,1.08,2,Low
23.0,6.36,7.86,5.0,11.16,0.42,3,Medium
29.0,7.31,8.8,7.0,9.93,1.25,1,Low
20.0,13.55,4.29,1.0,14.75,0.22,6,High
42.0,7.33,4.19,2.0,9.29,0.96,2,Low
37.0,9.65,8.94,0.0,11.06,1.44,1,Low
24.0,8.04,7.22,2.0,10.42,1.1,1,Low
34.0,7.96,7.58,6.0,11.54,1.49,2,Low
22.0,9.37,4.35,1.0,11.34,0.1,4,Medium
31.0,12.49,4.8,3.0,16.56,0.11,6,High
21.0,4.49,6.14,6.0,6.02,0.54,3,Medium
20.0,12.89,4.55,4.0,14.8,0.82,5,Medium
42.0,10.65,6.23,7.0,14.35,1.08,4,Medium
40.0,10.17,6.81,7.0,11.96,1.52,4,Medium
36.0,10.26,4.0,3.0,13.98,1.68,3,Medium
41.0,6.96,4.57,0.0,11.87,1.39,3,Medium
35.0,8.15,5.88,2.0,12.48,0.93,3,Medium
24.0,11.99,4.27,4.0,13.63,0.53,5,Medium
34.0,7.06,4.67,6.0,10.14,0.86,4,Medium
22.0,8.7,5.16,1.0,11.39,0.55,3,Medium
26.0,4.2,6.15,7.0,9.17,1.25,3,Medium
30.0,11.34,7.57,6.0,16.2,1.64,4,Medium
29.0,8.18,4.66,5.0,9.69,1.04,3,Medium
28.0,9.25,7.69,4.0,13.88,0.09,2,Low
33.0,5.15,8.28,7.0,6.92,1.88,1,Low
44.0,7.02,4.22,7.0,9.43,1.83,3,Medium
44.0,10.35,6.2,7.0,12.5,1.63,4,Medium
21.0,9.81,7.3,3.0,14.22,0.83,1,Low
22.0,11.85,8.89,0.0,14.17,0.11,4,Medium
26.0,6.94,8.76,3.0,11.21,1.9,1,Low
40.0,11.56,5.98,6.0,16.54,1.32,6,High
37.0,7.83,7.08,4.0,12.19,0.5,1,Low
22.0,8.11,8.45,5.0,10.49,1.07,2,Low
29.0,10.73,8.16,2.0,14.58,1.27,1,Low
41.0,11.84,6.4,0.0,14.98,0.45,6,High
36.0,6.85,6.44,5.0,10.4,0.1,5,Medium
30.0,13.01,7.61,4.0,17.1,0.14,4,Medium
26.0,5.31,8.85,3.0,9.35,0.31,1,Low
33.0,9.48,5.02,6.0,10.71,0.5,4,Medium
38.0,8.95,7.6,6.0,11.33,1.87,2,Low
23.0,7.11,5.45,2.0,10.02,1.15,3,Medium
25.0,9.04,7.42,2.0,11.28,0.85,1,Low
29.0,5.62,7.33,0.0,7.86,1.13,0,Low
26.0,7.69,5.36,2.0,9.39,0.01,3,Medium
33.0,9.72,4.52,2.0,14.35,1.06,3,Medium
23.0,4.96,4.25,7.0,6.29,0.9,3,Medium
27.0,5.6,8.29,7.0,7.22,1.88,1,Low
24.0,4.85,4.25,4.0,6.76,1.46,2,Low
20.0,7.81,4.44,6.0,10.85,0.67,4,Medium
23.0,12.42,5.19,2.0,16.58,1.87,5,Medium
28.0,4.72,5.66,7.0,8.27,1.91,3,Medium
27.0,10.35,4.96,5.0,11.95,0.19,5,Medium
20.0,10.84,7.58,6.0,15.73,1.91,2,Low
25.0,9.34,5.6,2.0,13.94,1.09,3,Medium
28.0,10.67,5.67,5.0,15.47,1.34,4,Medium
23.0,8.9,5.26,0.0,11.85,0.28,4,Medium
32.0,7.91,8.48,5.0,9.57,0.16,2,Low
36.0,4.9,6.81,6.0,8.3,0.84,3,Medium
21.0,10.26,6.69,5.0,12.19,0.44,5,Medium
31.0,6.75,8.18,4.0,10.33,1.91,1,Low
40.0,8.74,6.86,5.0,12.03,1.47,4,Medium
27.0,11.75,4.78,0.0,16.05,1.04,5,Medium
25.0,12.02,5.03,3.0,15.02,1.49,5,Medium
27.0,10.5,6.34,6.0,12.58,1.22,4,Medium
37.0,8.68,7.9,6.0,12.16,0.36,3,Medium
22.0,9.76,8.7,2.0,14.59,1.27,1,Low
41.0,7.85,7.32,4.0,11.25,1.36,1,Low
31.0,5.27,6.53,7.0,8.79,0.47,4,Medium
22.0,7.86,5.25,5.0,12.6,0.64,4,Medium
41.0,9.3,7.36,2.0,12.36,0.77,1,Low
25.0,9.99,8.91,4.0,14.98,1.21,1,Low
42.0,11.77,4.81,3.0,14.92,1.49,5,Medium
31.0,5.52,4.52,5.0,7.37,0.69,3,Medium
21.0,5.74,5.35,6.0,8.55,1.38,3,Medium
25.0,5.0,6.85,7.0,6.68,1.87,3,Medium
36.0,11.38,8.73,0.0,13.27,1.74,3,Medium
22.0,11.06,5.5,7.0,12.9,1.48,6,High
21.0,13.86,5.53,4.0,16.14,0.39,6,High
42.0,9.22,6.41,6.0,10.76,1.46,4,Medium
39.0,12.26,8.59,6.0,16.5,1.27,4,Medium
27.0,9.76,6.1,7.0,11.64,1.55,4,Medium
41.0,12.74,5.12,0.0,15.41,1.74,5,Medium
31.0,11.21,4.82,7.0,12.27,0.62,6,High
23.0,10.43,6.29,7.0,11.85,1.29,4,Medium
24.0,9.65,8.0,2.0,14.24,0.55,1,Low
32.0,11.23,5.46,6.0,15.58,0.69,6,High
44.0,4.97,7.02,3.0,7.62,0.87,0,Low
42.0,4.4,6.25,3.0,5.97,1.2,2,Low
35.0,8.79,4.96,1.0,10.22,1.52,3,Medium
29.0,9.99,8.61,1.0,13.41,1.21,1,Low
44.0,4.79,6.83,3.0,9.1,1.94,2,Low
42.0,6.87,7.65,5.0,11.47,1.48,2,Low
35.0,7.22,7.18,7.0,9.37,1.97,1,Low
31.0,9.63,8.99,2.0,11.91,1.49,1,Low
36.0,6.78,6.28,0.0,8.18,1.02,2,Low
31.0,5.65,5.8,7.0,7.75,1.47,3,Medium
27.0,5.74,5.81,6.0,8.66,1.37,3,Medium
39.0,12.43,5.38,3.0,17.15,1.34,5,Medium
22.0,6.84,8.9,7.0,10.85,1.44,2,Low
35.0,11.15,8.35,5.0,12.36,1.74,4,Medium
32.0,9.68,5.58,7.0,10.71,0.46,5,Medium
42.0,13.77,5.53,0.0,17.92,1.13,5,Medium
38.0,6.73,4.52,1.0,9.94,1.21,2,Low
27.0,5.58,8.39,0.0,9.46,0.59,0,Low
41.0,4.52,5.86,3.0,6.15,1.98,2,Low
24.0,6.41,6.86,2.0,10.9,1.57,3,Medium
39.0,10.84,8.5,7.0,14.93,0.64,2,Low
27.0,4.85,6.04,3.0,9.41,0.72,2,Low
43.0,6.45,8.03,6.0,8.81,1.44,1,Low
31.0,12.55,6.15,6.0,14.65,0.02,7,High
20.0,9.83,7.5,4.0,11.44,0.93,1,Low
44.0,4.7,6.16,5.0,9.42,0.69,3,Medium
40.0,4.48,5.96,5.0,6.19,1.71,3,Medium
25.0,13.42,7.06,4.0,15.19,0.66,3,Medium
41.0,12.5,5.84,4.0,16.59,1.73,5,Medium
37.0,12.45,5.29,2.0,17.01,1.83,5,Medium
27.0,13.24,4.2,5.0,17.48,1.1,6,High
26.0,9.05,7.53,3.0,12.3,0.32,2,Low
20.0,6.47,5.86,4.0,11.45,1.54,3,Medium
40.0,8.01,8.11,3.0,9.29,0.64,0,Low
35.0,11.19,5.82,1.0,15.66,1.05,5,Medium
31.0,12.76,5.87,5.0,15.47,0.09,7,High
25.0,8.35,7.9,4.0,11.17,1.0,1,Low
39.0,9.35,6.45,4.0,10.86,0.76,3,Medium
21.0,13.32,8.42,2.0,14.45,1.37,3,Medium
33.0,5.07,6.95,3.0,7.34,0.08,3,Medium
23.0,12.62,5.2,2.0,14.32,1.25,5,Medium
20.0,5.59,6.84,2.0,8.52,1.54,2,Low
42.0,8.84,4.02,3.0,10.43,0.03,4,Medium
32.0,10.03,5.04,3.0,14.54,0.26,4,Medium
21.0,9.59,7.27,1.0,14.28,1.4,1,Low
28.0,7.8,4.68,2.0,12.66,0.91,3,Medium
40.0,12.63,5.45,1.0,16.35,1.1,5,Medium
21.0,10.6,5.66,5.0,14.68,0.67,4,Medium
44.0,11.21,4.02,1.0,15.55,0.49,6,High
20.0,12.83,5.56,1.0,15.15,1.73,5,Medium
30.0,5.67,5.11,7.0,7.3,1.22,3,Medium
22.0,6.23,4.58,4.0,8.18,1.97,2,Low
39.0,5.28,4.77,4.0,9.64,1.7,2,Low
42.0,8.4,8.18,6.0,12.18,1.74,2,Low
23.0,12.88,7.42,2.0,15.7,1.2,3,Medium
37.0,6.52,6.42,3.0,7.64,0.16,3,Medium
42.0,7.74,8.54,1.0,9.8,1.83,0,Low
25.0,12.46,4.15,5.0,16.38,0.24,7,High
22.0,10.18,5.72,4.0,13.23,1.03,3,Medium
41.0,11.52,8.12,3.0,14.26,1.71,3,Medium
34.0,11.16,8.91,1.0,14.59,0.33,4,Medium
41.0,6.28,8.72,3.0,11.15,0.75,1,Low
24.0,13.87,4.85,6.0,18.47,1.98,6,High
39.0,9.6,8.86,7.0,10.72,2.0,2,Low
29.0,10.96,8.73,7.0,13.88,1.42,2,Low
34.0,6.51,8.91,0.0,9.55,0.09,1,Low
36.0,5.4,4.18,5.0,8.82,0.55,3,Medium
29.0,7.9,7.3,5.0,9.7,0.74,1,Low
37.0,11.33,4.65,7.0,14.23,0.75,6,High
32.0,5.09,6.89,3.0,10.06,0.19,4,Medium
22.0,11.52,5.53,1.0,12.62,1.03,5,Medium
43.0,4.46,7.33,1.0,6.22,0.01,1,Low
29.0,6.02,6.7,0.0,9.78,0.54,2,Low
33.0,11.92,5.96,6.0,15.7,1.73,6,High
22.0,8.76,7.01,3.0,13.65,0.13,2,Low
35.0,4.5,8.15,6.0,7.16,0.5,1,Low
26.0,10.1,7.0,2.0,12.77,1.66,1,Low
39.0,8.07,7.05,4.0,12.71,1.17,1,Low
28.0,10.4,5.94,1.0,12.81,0.0,4,Medium
40.0,4.92,8.95,7.0,8.4,0.53,1,Low
22.0,13.16,7.75,1.0,15.39,0.67,3,Medium
21.0,4.56,6.29,4.0,7.14,1.75,2,Low
22.0,9.25,6.5,2.0,10.54,0.36,4,Medium
37.0,4.83,7.3,0.0,9.6,1.54,0,Low
33.0,12.37,6.33,2.0,14.1,0.1,6,High
39.0,10.13,7.43,4.0,11.91,0.65,1,Low
37.0,5.72,5.65,3.0,9.31,0.44,3,Medium
29.0,4.21,6.05,0.0,8.11,1.83,2,Low
44.0,4.32,8.32,0.0,8.27,0.36,1,Low
21.0,9.07,5.64,3.0,11.57,1.16,3,Medium
44.0,11.34,8.82,5.0,15.83,0.33,5,Medium
41.0,5.21,4.86,1.0,8.39,0.95,2,Low
20.0,6.21,5.21,7.0,8.96,0.83,3,Medium
23.0,7.27,6.32,7.0,11.51,0.08,5,Medium
33.0,6.18,7.99,4.0,8.15,1.65,0,Low
20.0,7.91,7.66,3.0,12.35,1.56,1,Low
33.0,9.6,4.87,7.0,12.76,0.56,4,Medium
35.0,10.85,5.18,2.0,15.45,1.23,3,Medium
41.0,13.64,6.88,2.0,15.45,0.73,5,Medium
33.0,13.31,5.48,5.0,18.05,1.54,6,High
39.0,9.7,6.11,3.0,13.45,1.38,3,Medium
22.0,11.34,6.43,4.0,14.81,0.18,6,High
22.0,13.51,6.97,5.0,16.2,1.69,6,High
28.0,4.83,5.26,5.0,9.66,0.36,4,Medium
25.0,4.06,4.82,5.0,6.84,0.35,4,Medium
44.0,4.3,5.99,7.0,7.29,1.47,3,Medium
32.0,9.63,4.41,7.0,13.76,0.37,5,Medium
40.0,11.63,6.63,0.0,13.77,0.24,6,High
21.0,7.67,8.2,0.0,9.84,0.67,0,Low
27.0,9.45,4.59,1.0,13.55,1.68,3,Medium
40.0,9.16,4.56,7.0,10.67,0.35,5,Medium
21.0,4.95,4.4,4.0,9.24,0.68,2,Low
23.0,7.22,8.24,2.0,10.72,0.57,1,Low
34.0,5.11,8.92,1.0,7.03,1.43,0,Low
23.0,12.12,5.79,2.0,16.27,0.81,5,Medium
32.0,12.29,5.64,5.0,16.51,1.52,6,High
32.0,11.27,6.93,1.0,13.83,0.72,5,Medium
33.0,11.93,6.93,1.0,13.91,0.86,5,Medium
39.0,10.71,6.47,3.0,14.73,1.41,3,Medium
37.0,10.7,5.56,0.0,14.26,1.07,3,Medium
25.0,10.67,5.84,4.0,12.5,1.74,3,Medium
30.0,9.14,5.6,4.0,13.32,1.87,3,Medium
21.0,7.63,6.13,0.0,12.16,1.44,3,Medium
42.0,11.3,5.71,5.0,12.54,1.98,6,High
38.0,6.99,7.38,4.0,11.08,1.19,1,Low
38.0,9.43,5.48,2.0,13.84,0.08,4,Medium
24.0,8.33,5.75,2.0,13.3,1.01,3,Medium
38.0,6.77,6.18,4.0,8.72,0.46,3,Medium
21.0,13.75,4.02,6.0,16.23,0.67,6,High
29.0,6.59,6.46,6.0,11.45,0.98,4,Medium
30.0,12.23,8.56,4.0,15.26,0.8,3,Medium
37.0,9.87,5.61,1.0,13.3,0.57,3,Medium
34.0,12.21,8.14,7.0,16.91,1.53,4,Medium
28.0,7.43,4.83,7.0,9.51,0.79,3,Medium
42.0,5.94,8.25,1.0,9.54,1.66,0,Low
38.0,5.98,5.21,0.0,8.96,1.77,2,Low
22.0,10.14,7.43,5.0,11.9,0.79,2,Low
40.0,6.06,8.53,2.0,10.89,1.44,1,Low
28.0,5.45,7.04,5.0,8.7,0.31,2,Low
33.0,5.21,6.27,3.0,8.63,1.32,2,Low
38.0,10.28,6.86,4.0,14.41,0.81,3,Medium
26.0,4.0,5.01,1.0,5.32,1.31,2,Low
35.0,4.18,7.45,2.0,8.04,1.51,0,Low
35.0,7.9,4.93,7.0,9.56,1.13,3,Medium
20.0,10.91,6.79,7.0,14.87,1.28,4,Medium
23.0,8.3,8.49,7.0,12.63,1.19,2,Low
26.0,10.91,6.25,2.0,14.63,0.92,3,Medium
27.0,9.21,7.88,3.0,11.75,0.86,1,Low
36.0,13.77,4.84,3.0,16.21,0.82,5,Medium
24.0,5.62,4.78,3.0,7.22,0.62,2,Low
26.0,10.01,6.62,3.0,14.63,0.61,3,Medium
39.0,8.91,6.98,6.0,10.38,1.4,4,Medium
39.0,5.94,7.16,1.0,8.83,1.12,0,Low
23.0,11.5,7.73,3.0,13.45,0.06,4,Medium
26.0,7.82,7.11,2.0,11.16,1.14,1,Low
37.0,7.75,4.94,6.0,9.35,1.69,3,Medium
39.0,8.31,4.34,4.0,13.28,1.01,3,Medium
22.0,8.73,7.74,2.0,12.15,1.7,1,Low
26.0,11.44,6.53,2.0,14.27,0.01,6,High
26.0,9.93,5.77,7.0,11.84,0.16,5,Medium
24.0,12.96,8.19,5.0,16.17,1.21,4,Medium
41.0,5.09,6.64,2.0,9.11,1.01,2,Low
24.0,8.73,4.15,0.0,13.24,0.3,4,Medium
42.0,11.5,8.93,2.0,15.67,0.08,4,Medium
21.0,10.11,4.37,7.0,11.61,1.01,4,Medium
41.0,7.97,6.19,4.0,11.3,0.35,4,Medium
25.0,9.07,5.25,5.0,11.95,1.38,4,Medium
34.0,13.96,7.38,5.0,17.25,1.09,4,Medium
40.0,5.79,4.63,3.0,6.82,0.72,2,Low
29.0,13.82,8.29,1.0,15.09,1.33,3,Medium
42.0,7.76,5.25,7.0,10.86,0.38,5,Medium
43.0,6.0,5.81,4.0,7.69,0.91,2,Low
26.0,8.14,7.16,0.0,11.32,1.1,1,Low
24.0,10.14,4.01,0.0,12.56,0.92,3,Medium
20.0,6.13,6.36,3.0,10.76,0.8,3,Medium
32.0,6.91,8.47,1.0,11.71,1.48,1,Low
40.0,12.55,7.4,1.0,17.47,1.31,3,Medium
37.0,13.99,5.94,5.0,18.59,1.28,6,High
32.0,7.18,7.3,2.0,12.12,1.78,1,Low
40.0,5.49,8.68,0.0,9.31,1.99,0,Low
40.0,11.93,4.94,0.0,16.77,1.13,5,Medium
37.0,10.0,6.66,6.0,13.57,0.7,4,Medium
24.0,5.0,5.17,0.0,9.24,1.56,2,Low
32.0,13.47,8.27,0.0,15.0,0.28,4,Medium
23.0,4.78,7.61,6.0,8.51,1.03,1,Low
36.0,10.25,8.01,4.0,14.97,1.05,1,Low
22.0,8.24,8.72,1.0,11.4,1.97,1,Low
36.0,9.57,5.16,2.0,11.32,1.98,3,Medium
30.0,6.13,4.24,4.0,9.24,1.6,2,Low
40.0,10.88,5.45,1.0,14.71,0.95,3,Medium
39.0,13.6,6.0,3.0,17.68,1.09,5,Medium
42.0,8.58,7.13,0.0,11.67,0.64,1,Low
40.0,9.23,7.99,2.0,11.1,1.66,1,Low
23.0,6.4,5.75,1.0,11.11,1.49,3,Medium
21.0,12.92,6.37,7.0,17.01,1.54,6,High
39.0,13.71,7.93,3.0,15.79,0.28,4,Medium
35.0,11.86,5.13,0.0,16.11,0.8,5,Medium
37.0,9.43,5.09,3.0,11.82,1.07,3,Medium
22.0,5.54,6.18,3.0,9.99,0.74,2,Low
28.0,8.78,8.74,4.0,13.27,0.17,2,Low
39.0,9.38,5.79,3.0,11.97,1.92,3,Medium
25.0,8.92,7.8,4.0,9.96,1.5,0,Low
29.0,12.02,6.92,7.0,13.77,1.24,6,High
40.0,10.7,4.27,5.0,15.34,0.41,5,Medium
29.0,5.27,4.42,4.0,9.86,0.67,2,Low
